SBL,LATITUDE,LONGITUDE,DEED YEAR,SALE PRICE,ADDRESS,PROPERTY CLASS,PROP CLASS DESCRIPTION
1017300003035000,42.9030258099,-78.8111921116,2002,58109,51 SUMNER,210,ONE FAMILY DWELLING
1014300003036000,42.915163473,-78.8013848641,2004,35900,53 DOMEDION AVE,210,ONE FAMILY DWELLING
1112100004004000,42.8976231197,-78.8762230931,2013,180000,26 PARK,220,TWO FAMILY DWELLING
1102800002007000,42.89696729,-78.8855304675,1996,55000,262 WHITNEY,311,RESIDENTIAL VACANT LAND
11122000100051002G,42.8962775112,-78.8762436322,2013,135000,125 EDWARD,411,APARTMENT
1112100008035000,42.8957144628,-78.8813525907,2018,395000,81 WEST,311,RESIDENTIAL VACANT LAND
1012700005026000,42.9187380919,-78.8008856152,2018,65000,37 FISHER,220,TWO FAMILY DWELLING
1013500004003000,42.9169939368,-78.8009274353,2009,39000,120 ELLER,210,ONE FAMILY DWELLING
1018000003012000,42.8995423128,-78.8172646432,2018,21000,106 HIRSCHBECK,210,ONE FAMILY DWELLING
1015800004022000,42.9083861483,-78.803357182,1996,64500,74 BRISCOE,210,ONE FAMILY DWELLING
1012900001019000,42.9156153038,-78.8360247949,2001,150000,760 FERRY EAST,330,COMMERCIAL VACANT LAND
1106800001007100104,42.8814934029,-78.8847909763,2015,575000,40 WATERFRONT CIR,210,ONE FAMILY DWELLING
1017300002005000,42.9032942367,-78.8118900528,2008,59000,62 SUMNER,220,TWO FAMILY DWELLING
1015900001027000,42.9075760812,-78.8019052478,2017,49000,40 STEWART,210,ONE FAMILY DWELLING
1014700004024000,42.9116091491,-78.8206227337,2019,14600,58 MONTANA,210,ONE FAMILY DWELLING
1016500004018000,42.9058734009,-78.8097135193,2019,54000,214 WOOD,220,TWO FAMILY DWELLING
1013200003023000,42.9149035739,-78.8158837306,1999,16062,1300 FERRY EAST,311,RESIDENTIAL VACANT LAND
1014200003024000,42.9138386163,-78.8045026277,2003,18000,5 COUNTESS,220,TWO FAMILY DWELLING
1013300001004000,42.9177049621,-78.8139829316,2014,37500,2312 BAILEY,431,AUTO DEALERS
1016400003046000,42.9063242174,-78.8165159072,1994,32000,64 GOEMBEL,210,ONE FAMILY DWELLING
1014300006015000,42.912975515,-78.8018168454,2019,40500,34 DOMEDION SOUTH,210,ONE FAMILY DWELLING
1013300004034000,42.915782095,-78.8095977311,2018,48000,53 ROSLYN,210,ONE FAMILY DWELLING
1015900004009000,42.9087911801,-78.7994752301,2017,52100,71 LITTLEFIELD,220,TWO FAMILY DWELLING
1112100008013000,42.8966212967,-78.8813298138,1994,27897,292 TUPPER WEST,220,TWO FAMILY DWELLING
1104400001001000,42.8906774334,-78.8816938863,2011,707000,211 NIAGARA,486,ONE STORY SMALL STRUCTURE
1013400003013000,42.9169675051,-78.8046800823,1997,13500,23 FLOSS,210,ONE FAMILY DWELLING
1012700006016000,42.9179742724,-78.7997540049,1998,30000,2267 GENESEE,482,DOWNTOWN ROW TYPE (DETACHED)
1102700007001100,42.8959836277,-78.8884931405,2018,80000,385 SEVENTH,220,TWO FAMILY DWELLING
1112100003011000,42.8978749555,-78.8773917713,2015,141000,34 ELMWOOD,210,ONE FAMILY DWELLING
1015800004026000,42.9079619822,-78.8033526447,2011,16000,58 BRISCOE,210,ONE FAMILY DWELLING
1013300001007000,42.9175968726,-78.812972911,2012,21000,17 NAVEL,220,TWO FAMILY DWELLING
1102700004012000,42.8971342383,-78.8887827293,2019,275000,490 NIAGARA,482,DOWNTOWN ROW TYPE (DETACHED)
1015600002026000,42.9087973455,-78.8165515932,1994,33500,303 MAY,311,RESIDENTIAL VACANT LAND
1013000001017000,42.9148017375,-78.8282048039,2004,40000,966 FERRY EAST,486,ONE STORY SMALL STRUCTURE
1014300004029000,42.9143163569,-78.7999704066,1998,25000,22 HUMASON,210,ONE FAMILY DWELLING
1016500008011000,42.9045861867,-78.8097688651,2018,35000,102 WOOD,220,TWO FAMILY DWELLING
1014000002056000,42.9126973573,-78.8174215972,2018,12500,59 LESLIE,210,ONE FAMILY DWELLING
1014300001029000,42.9142565652,-78.8029610174,2006,21500,22 CROSSMAN AVE,210,ONE FAMILY DWELLING
1015700003033000,42.9070271559,-78.8107537784,2018,30000,192 KEYSTONE,281,MULTIPLE RESIDENCES
1102800003027000,42.8971685184,-78.8849786698,2010,20000,259 WHITNEY,230,THREE FAMILY DWELLING
1018000005019000,42.8992280893,-78.8152493277,2000,30000,82 GATCHELL,210,ONE FAMILY DWELLING
1016600002023100,42.9058871669,-78.8039626682,1995,51000,865 WALDEN,220,TWO FAMILY DWELLING
1013500003013000,42.9160757363,-78.8020030233,2016,25000,88 DOMEDION AVE,220,TWO FAMILY DWELLING
1105100001001000,42.8872385474,-78.8882458017,2004,195000,330 LAKEFRONT,210,ONE FAMILY DWELLING
1015800004024000,42.908173768,-78.8033552882,2019,82000,66 BRISCOE,220,TWO FAMILY DWELLING
1017100005013000,42.9022222111,-78.8212810998,1995,22000,220 KOONS,311,RESIDENTIAL VACANT LAND
1017200004012000,42.9030114961,-78.8141702262,2007,34000,1786 BAILEY,220,TWO FAMILY DWELLING
1014100006003000,42.9125236402,-78.8131201491,1996,17500,1849 GENESEE,482,DOWNTOWN ROW TYPE (DETACHED)
1013500006014000,42.9160399632,-78.799330196,2018,36000,81 HUMASON,220,TWO FAMILY DWELLING
1111500001009000,42.8846959012,-78.8571128222,1993,78595,383 WILLIAM,210,ONE FAMILY DWELLING
1102700006004000,42.896843634,-78.8866993373,2011,33000,320 PROSPECT,230,THREE FAMILY DWELLING
1015800005008000,42.9072036362,-78.8053834785,2015,29900,43 ACADEMY,210,ONE FAMILY DWELLING
1015700003023000,42.9078590064,-78.8107716459,1997,10500,220 KEYSTONE,210,ONE FAMILY DWELLING
1018000001018000,42.8990246865,-78.8197354079,2005,11900,99 LIDDELL,311,RESIDENTIAL VACANT LAND
1014300007004000,42.9130385323,-78.8032723547,2012,40250,115 SPRENGER,210,ONE FAMILY DWELLING
1015700005010000,42.9071602564,-78.812946556,2018,21921,206 BRINKMAN,210,ONE FAMILY DWELLING
1106800002029000,42.8835073745,-78.8865679626,2001,275000,212 RIVERMIST,210,ONE FAMILY DWELLING
1102700004008000,42.8974823187,-78.8891102889,2019,170000,506 NIAGARA,230,THREE FAMILY DWELLING
1014100005023000,42.9129478912,-78.8108462346,2014,26000,20 BLOCK,210,ONE FAMILY DWELLING
1106800004011000,42.883564054,-78.8857229297,2018,985000,29 OJIBWA CIR,210,ONE FAMILY DWELLING
1014200001019000,42.9137629563,-78.8075023168,2019,47500,142 ZELMER,210,ONE FAMILY DWELLING
1112100007049000,42.8971370529,-78.8810284661,2019,227000,299 TUPPER WEST,220,TWO FAMILY DWELLING
1102700005001100,42.8981345993,-78.8886826544,2008,62000,517 NIAGARA,457,SMALL RETAIL
1112200008032000,42.8963336964,-78.8729026748,2013,324900,409 FRANKLIN,210,ONE FAMILY DWELLING
1013800004031000,42.9138526267,-78.8261175581,1999,15000,6 WOODLAWN EAST,220,TWO FAMILY DWELLING
1106000001002200301,42.8845805853,-78.8864199241,2011,212500,75 OJIBWA,210,ONE FAMILY DWELLING
1016900002005000,42.9033148755,-78.8347956475,2018,51000,33 WALDEN,220,TWO FAMILY DWELLING
1015600005023000,42.9072629304,-78.8145993203,2017,75000,91 BURGARD,220,TWO FAMILY DWELLING
1112400008012000,42.8957305495,-78.8617578521,2005,15000,68 LOCUST,220,TWO FAMILY DWELLING
1016300005020000,42.9041871361,-78.8208987697,2016,30000,404 WALDEN,220,TWO FAMILY DWELLING
1014900002015000,42.9113418896,-78.8120006596,1998,15000,34 WARRING,311,RESIDENTIAL VACANT LAND
1016900003011000,42.902830057,-78.8338275275,1992,15000,476 SWEET,311,RESIDENTIAL VACANT LAND
1103600002016111,42.8948384428,-78.884937889,2016,195000,230 PROSPECT,220,TWO FAMILY DWELLING
1013300004027000,42.9152054499,-78.8095959747,2019,40000,33 ROSLYN,220,TWO FAMILY DWELLING
1013800003019000,42.9129959421,-78.8266490677,2017,42500,38 ERNST,210,ONE FAMILY DWELLING
1017700001008000,42.8997669879,-78.8358701253,2018,20000,228 WOLTZ,220,TWO FAMILY DWELLING
1015900003032000,42.9069619128,-78.7999473243,2017,75000,982 WALDEN,220,TWO FAMILY DWELLING
1014300004009000,42.9148281315,-78.8003472442,2009,12000,39 ELLER,220,TWO FAMILY DWELLING
1014200002006000,42.9147361365,-78.8068399744,2010,26000,179 ZELMER,220,TWO FAMILY DWELLING
1102700004016000,42.8967176143,-78.8883904611,1998,55000,472 NIAGARA,482,DOWNTOWN ROW TYPE (DETACHED)
1012600008029000,42.9180170852,-78.8084886214,1994,37000,123 NEWBURGH,210,ONE FAMILY DWELLING
1103500005003000,42.8954154852,-78.8871888656,2001,100000,428 NIAGARA,464,OFFICE BUILDING
1016500008009000,42.9047521068,-78.8097691907,2014,26500,110 WOOD,210,ONE FAMILY DWELLING
1013100006013000,42.9148843797,-78.8195039858,2006,12500,1202 FERRY EAST,220,TWO FAMILY DWELLING
1014800004027000,42.9104855345,-78.816496011,2005,12500,363 MAY,311,RESIDENTIAL VACANT LAND
11122000100051002A,42.8962775112,-78.8762436322,2013,138000,125 EDWARD,411,APARTMENT
1017300006001000,42.9036856536,-78.8082147524,2012,30000,65 WEX,220,TWO FAMILY DWELLING
11122000100051003L,42.8962775112,-78.8762436322,2016,180000,125 EDWARD,411,APARTMENT
1112100005034000,42.8960784416,-78.8789629778,2019,405000,345 VIRGINIA ST,210,ONE FAMILY DWELLING
1013500002009000,42.9160493081,-78.8029173209,2004,19000,86 CROSSMAN AVE,210,ONE FAMILY DWELLING
1013300003038000,42.9167250114,-78.8085294548,2005,52707,73 NEWBURGH,220,TWO FAMILY DWELLING
1015900004022000,42.9076375552,-78.7994704858,2017,100000,29 LITTLEFIELD,210,ONE FAMILY DWELLING
1015000002033000,42.9100335107,-78.8070066045,2013,10023,380 DOAT,311,RESIDENTIAL VACANT LAND
1015800006018000,42.9079944236,-78.8066824876,1997,63500,77 ST MARYS,220,TWO FAMILY DWELLING
1016400001001100,42.9060758092,-78.8183630713,2019,50000,40 RAPIN,449,OTHER STORAGE & WAREHOUSE FACILITIES
1014200001032000,42.9129548128,-78.8080274429,2017,42000,96 BLOCK,210,ONE FAMILY DWELLING
1013900002006000,42.9139620127,-78.8225995957,2019,65000,650 GOODYEAR,220,TWO FAMILY DWELLING
1112100005008000,42.8950858502,-78.8771723249,2017,186200,41 TRINITY,220,TWO FAMILY DWELLING
1012700004023000,42.9199285212,-78.7994351302,2019,55000,50 EAST END,210,ONE FAMILY DWELLING
1015500003019000,42.9075227432,-78.8224960959,2018,40000,418 GOODYEAR,220,TWO FAMILY DWELLING
1013300001016000,42.9175950054,-78.8119607324,2019,46000,43 NAVEL,220,TWO FAMILY DWELLING
1106800002019000,42.8825946018,-78.8870554904,2013,740000,172 RIVERMIST,210,ONE FAMILY DWELLING
1012600008009000,42.9181600473,-78.808125012,2019,35000,116 HAGEN,210,ONE FAMILY DWELLING
1014300004002000,42.9154027419,-78.8003350053,2010,16500,61 ELLER,210,ONE FAMILY DWELLING
1017900008016000,42.8985109832,-78.82215537,2017,17000,90 GOODYEAR,220,TWO FAMILY DWELLING
1014100003014100,42.9139593538,-78.8109272966,2002,22000,1930 GENESEE,484,ONE STORY SMALL STRUCTURE
1016900002045000,42.9008390453,-78.8351927199,1993,20000,259 WOLTZ,311,RESIDENTIAL VACANT LAND
1016400004022000,42.9048124711,-78.8159230129,2016,33000,544 WALDEN,411,APARTMENT
1015800002012000,42.9090406176,-78.8061649977,2016,62000,112 ACADEMY,220,TWO FAMILY DWELLING
1014100004018000,42.9131253067,-78.8087425858,2001,38344,120 THEODORE,311,RESIDENTIAL VACANT LAND
1106800004004000,42.8832552019,-78.8849900177,2008,459000,5 OJIBWA CIR,210,ONE FAMILY DWELLING
1015800004055000,42.9071702799,-78.8039299643,2016,18000,35 POPLAR,220,TWO FAMILY DWELLING
1013100001007000,42.9157351086,-78.8247053003,2009,18000,446 MOSELLE,220,TWO FAMILY DWELLING
1105100001033130,42.8892388982,-78.8902668149,2013,275000,430 LAKEFRONT,210,ONE FAMILY DWELLING
1014900004004000,42.9125117722,-78.8106007871,2018,45000,108 FORMAN,220,TWO FAMILY DWELLING
1102700008037000,42.8964683201,-78.8904299213,2019,50000,415 BUSTI,220,TWO FAMILY DWELLING
1016700002019000,42.9064739907,-78.7996266386,2014,22000,979 WALDEN,210,ONE FAMILY DWELLING
1012500008018000,42.9183942746,-78.8111774898,1993,30000,63 LANG,210,ONE FAMILY DWELLING
1103600003018110,42.8947112935,-78.8834250241,1992,69075,162 WHITNEY,210,ONE FAMILY DWELLING
1013500001013000,42.9155499261,-78.8039883277,2012,24000,206 SPRENGER,210,ONE FAMILY DWELLING
1013300004022000,42.9147846594,-78.8096680922,2018,46000,15 ROSLYN,220,TWO FAMILY DWELLING
1012500007044000,42.9182665048,-78.8101853583,2018,70000,61 TEXAS,210,ONE FAMILY DWELLING
1015700003057000,42.9083400743,-78.8111980137,2015,62920,251 SUMNER,210,ONE FAMILY DWELLING
1015100002016000,42.910046409,-78.801775068,2002,35000,514 DOAT,220,TWO FAMILY DWELLING
1112800004026000,42.8968597121,-78.8388859362,1995,32000,867 FILLMORE,311,RESIDENTIAL VACANT LAND
1102700004003000,42.8976377822,-78.8896179793,1995,44000,151 PENNSYLVANIA,210,ONE FAMILY DWELLING
1014300005013000,42.9144742068,-78.7993660149,2016,28000,27 HUMASON,220,TWO FAMILY DWELLING
1012600003021000,42.9200488031,-78.8061607072,2000,16599,34 HAZELWOOD,210,ONE FAMILY DWELLING
1013500004016000,42.9157375996,-78.800957524,2014,11500,76 ELLER,210,ONE FAMILY DWELLING
1106800001007100304,42.8814934029,-78.8847909763,1998,230000,40 WATERFRONT CIR,210,ONE FAMILY DWELLING
1014900006053000,42.9118810815,-78.8089835179,2010,25000,73 PEACE,220,TWO FAMILY DWELLING
1016500003020000,42.9057859443,-78.810727383,2005,20000,148 KEYSTONE,220,TWO FAMILY DWELLING
1102700008014000,42.8965697606,-78.8898422065,1994,15000,424 SEVENTH,411,APARTMENT
1017300004026000,42.9021159689,-78.8101709505,1998,33000,15 KEYSTONE,210,ONE FAMILY DWELLING
1106700001024000,42.8837802381,-78.8872194613,1999,265000,240 RIVERMIST,210,ONE FAMILY DWELLING
1103600004015000,42.8937150868,-78.8812842236,2019,295000,24 TENTH,281,MULTIPLE RESIDENCES
1012500008013000,42.9183960671,-78.811737702,1996,46000,49 LANG,311,RESIDENTIAL VACANT LAND
1017300004028100,42.9024894177,-78.8101708614,2019,55000,27 KEYSTONE,210,ONE FAMILY DWELLING
1012600004014000,42.9192586236,-78.8052649247,1991,32000,114 FLOSS,210,ONE FAMILY DWELLING
1012500004033000,42.9202225436,-78.8109228496,2008,50000,134 TEXAS,210,ONE FAMILY DWELLING
1015900001062000,42.9084663142,-78.8025187494,2016,42500,75 BRISCOE,220,TWO FAMILY DWELLING
1105900001015000,42.8854922811,-78.8866922138,2003,170000,223 LAKEFRONT,210,ONE FAMILY DWELLING
1013300005011000,42.9154481406,-78.8101931782,1994,38000,44 ROSLYN,220,TWO FAMILY DWELLING
1017100002006000,42.9033628774,-78.8230512256,2019,71000,349 WALDEN,220,TWO FAMILY DWELLING
1014600003013000,42.9100532119,-78.8268019798,2001,15000,321 FRENCH,220,TWO FAMILY DWELLING
1013500005030000,42.9164550455,-78.7999173153,2010,55393,98 HUMASON,210,ONE FAMILY DWELLING
1014200003010000,42.9147307497,-78.8040105302,2009,17400,178 SPRENGER,220,TWO FAMILY DWELLING
1102700005022000,42.8975404274,-78.8881137618,2016,101000,493 NIAGARA,411,APARTMENT
1111400001014000,42.8845178852,-78.8650525855,2003,50000,167 WILLIAM,210,ONE FAMILY DWELLING
1018000002022000,42.898467682,-78.818285173,2019,51000,72 SCHUTRUM,220,TWO FAMILY DWELLING
1112500011003120,42.8964186999,-78.8584686905,1992,73895,38 PEACH,210,ONE FAMILY DWELLING
1015700001012000,42.9088106781,-78.8129336906,2015,35000,266 BRINKMAN,210,ONE FAMILY DWELLING
1017200003004000,42.9037927847,-78.8152515807,2006,10155,106 FAY,210,ONE FAMILY DWELLING
1012500008031000,42.91808123,-78.8116253914,2018,30000,52 NAVEL,210,ONE FAMILY DWELLING
1015800006019100,42.9081409755,-78.8066840907,2006,69500,79 ST MARYS,220,TWO FAMILY DWELLING
1017900007001000,42.8995902015,-78.821250468,1998,78574,124 KOONS,311,RESIDENTIAL VACANT LAND
1012500003002000,42.9202731955,-78.812273049,1991,42000,55 ERICSON,220,TWO FAMILY DWELLING
1103500002036000,42.8937149213,-78.8903885395,2018,20000,265 EFNER,210,ONE FAMILY DWELLING
1012700001003000,42.9198857307,-78.8030260362,1996,43000,27 WEBER,220,TWO FAMILY DWELLING
1015900004016000,42.9081323987,-78.7994728424,2008,36000,47 LITTLEFIELD,220,TWO FAMILY DWELLING
1112100007005000,42.8974848375,-78.8809744883,2012,117500,80 COTTAGE,220,TWO FAMILY DWELLING
11060000010022001001,42.8845805853,-78.8864199241,2007,550000,75 OJIBWA,210,ONE FAMILY DWELLING
1014300004010000,42.914745307,-78.8003501449,2004,52500,37 ELLER,210,ONE FAMILY DWELLING
1013300006038000,42.9160258679,-78.8116257172,2019,40000,91 HAVEN,220,TWO FAMILY DWELLING
1017200003003000,42.9038750641,-78.8152487102,1998,21073,110 FAY,210,ONE FAMILY DWELLING
1015300001006000,42.9090460128,-78.8367656808,2007,15000,59 URBAN,210,ONE FAMILY DWELLING
1103600006029000,42.8930908286,-78.8823442334,2019,86000,141 PROSPECT,210,ONE FAMILY DWELLING
1015800003009000,42.9087551565,-78.8054204546,2002,63000,99 ACADEMY,220,TWO FAMILY DWELLING
1112400003022000,42.8968552856,-78.8628071236,2012,80500,145 MAPLE,210,ONE FAMILY DWELLING
1012600007031000,42.9180494531,-78.8075929809,2017,30000,111 HAGEN,210,ONE FAMILY DWELLING
1015900001052000,42.9076448684,-78.8025144618,2012,24500,43 BRISCOE,210,ONE FAMILY DWELLING
1014600002046000,42.9106000868,-78.825474807,2018,68000,358 FRENCH,220,TWO FAMILY DWELLING
1012700007004000,42.9185768084,-78.8015043075,2004,12000,30 FISHER,210,ONE FAMILY DWELLING
1112200010001000,42.8966531001,-78.8752615291,1994,630000,452 DELAWARE,464,OFFICE BUILDING
1017200002021000,42.9023518126,-78.8164088752,2016,13701,68 ST JOSEPH,210,ONE FAMILY DWELLING
1103600004004000,42.8945720077,-78.8819196664,1993,63500,251 VIRGINIA ST,411,APARTMENT
1015900004020000,42.9078021897,-78.7994715026,2013,126726,35 LITTLEFIELD,210,ONE FAMILY DWELLING
1015000001010000,42.9118770054,-78.8075246109,1994,42000,74 ZELMER,210,ONE FAMILY DWELLING
1015000002045000,42.9111365288,-78.8068804347,2004,20000,45 ZELMER,210,ONE FAMILY DWELLING
1017100006015000,42.9018878063,-78.8221892846,1995,24000,212 GOODYEAR,311,RESIDENTIAL VACANT LAND
1102800008020000,42.8953985724,-78.8840692036,2013,90000,192 WHITNEY,210,ONE FAMILY DWELLING
1012700006020000,42.9174410392,-78.799894334,2018,28000,134 HUMASON,210,ONE FAMILY DWELLING
1015600005026000,42.9075096271,-78.8145997604,2016,27500,101 BURGARD,220,TWO FAMILY DWELLING
1111900001020000,42.8799101753,-78.8581600526,1993,84256,462 DIVISION SOUTH,210,ONE FAMILY DWELLING
1106800004001000503,42.8837085005,-78.8846509735,2009,449469,132 LAKEFRONT,210,ONE FAMILY DWELLING
1015800004006000,42.9095567109,-78.8034867341,2007,48500,465 DOAT,220,TWO FAMILY DWELLING
1105100001014000,42.8880358033,-78.8889852064,2016,390000,376 LAKEFRONT,210,ONE FAMILY DWELLING
1017200004038000,42.9034550415,-78.8146191927,2015,30000,93 FAY,210,ONE FAMILY DWELLING
1012600008039000,42.9188950652,-78.8084640629,2011,15000,155 NEWBURGH,220,TWO FAMILY DWELLING
1014300006021000,42.9131394283,-78.80113093,2019,44000,39 DOMEDION SOUTH,210,ONE FAMILY DWELLING
1112700005024000,42.8973387246,-78.8431236104,1998,15000,187 GUILFORD,311,RESIDENTIAL VACANT LAND
1013000001005000,42.9159673409,-78.8281898144,2018,28000,50 CARL,210,ONE FAMILY DWELLING
1012600008002000,42.9188671149,-78.8081043149,2004,17000,142 HAGEN,220,TWO FAMILY DWELLING
1014300003014000,42.9143348821,-78.8009915862,2017,37000,24 ELLER,210,ONE FAMILY DWELLING
1014300005010000,42.914719407,-78.7993607559,2018,30000,35 HUMASON,210,ONE FAMILY DWELLING
1016500007025000,42.9039304231,-78.8091924698,1997,15910,79 WOOD,311,RESIDENTIAL VACANT LAND
1016600001016000,42.9063790249,-78.8044920846,2010,35000,860 WALDEN,482,DOWNTOWN ROW TYPE (DETACHED)
1102700005012000,42.8978386563,-78.887754084,2012,88000,366 PROSPECT,210,ONE FAMILY DWELLING
1012500003024000,42.9191261504,-78.8118980449,2017,20000,4 ROEBLING,210,ONE FAMILY DWELLING
1015100003019000,42.910026885,-78.8005563227,1997,60000,550 DOAT,220,TWO FAMILY DWELLING
1013500006013000,42.9161421691,-78.7993273376,2007,14500,85 HUMASON,220,TWO FAMILY DWELLING
1015800005017000,42.9080677081,-78.8053860191,1997,69000,75 ACADEMY,220,TWO FAMILY DWELLING
1015000001043000,42.910642623,-78.8079508217,2013,30000,27 THEODORE,210,ONE FAMILY DWELLING
1014900002019000,42.910874916,-78.8116916549,1999,20000,16 WARRING,311,RESIDENTIAL VACANT LAND
1014300001027000,42.9140800381,-78.8029633408,2018,48000,16 CROSSMAN AVE,210,ONE FAMILY DWELLING
1016500009007000,42.9050342207,-78.8106134981,2010,11000,691 WALDEN,220,TWO FAMILY DWELLING
1014300001025000,42.9139050969,-78.8029684912,2010,53000,10 CROSSMAN AVE,210,ONE FAMILY DWELLING
1103600004024000,42.8931868159,-78.8811140954,2008,16000,234 CAROLINA,449,OTHER STORAGE & WAREHOUSE FACILITIES
1014700004040110,42.9101720811,-78.8205248929,2001,50695,1632 GENESEE,210,ONE FAMILY DWELLING
1014200001014000,42.914186905,-78.8074948236,2015,26500,160 ZELMER,210,ONE FAMILY DWELLING
1015000002059000,42.9122886448,-78.8068658592,2001,16000,89 ZELMER,210,ONE FAMILY DWELLING
1016900004019000,42.9021675508,-78.8329327275,2006,12000,284 SOBIESKI,220,TWO FAMILY DWELLING
1014300002005000,42.9150946286,-78.8024074745,2009,44900,49 CROSSMAN AVE,220,TWO FAMILY DWELLING
1104300002007000,42.8926170321,-78.8882192002,2017,45500,241 TRENTON,281,MULTIPLE RESIDENCES
1017900001025000,42.9000037057,-78.8257054757,1993,29900,23 RUHLAND,311,RESIDENTIAL VACANT LAND
1014300006008000,42.9134706553,-78.8022008229,2018,22150,57 CROSSMAN SOUTH,210,ONE FAMILY DWELLING
1106000001002200405,42.8845805853,-78.8864199241,2015,167000,75 OJIBWA,210,ONE FAMILY DWELLING
1015100004007000,42.9100214122,-78.7997962163,2017,73000,568 DOAT,210,ONE FAMILY DWELLING
1013500006018100,42.9156414551,-78.7993411927,2019,20000,65 HUMASON,210,ONE FAMILY DWELLING
1015700001035000,42.9092262314,-78.8133733378,2019,42000,2011 BAILEY,220,TWO FAMILY DWELLING
1103600002013110,42.8952703191,-78.8853437334,2004,37000,248 PROSPECT,210,ONE FAMILY DWELLING
1014000004023000,42.9129124678,-78.8150125854,1992,18500,24 WENDE,311,RESIDENTIAL VACANT LAND
1102700005025000,42.8977738349,-78.8883451423,2012,11000,503 NIAGARA,482,DOWNTOWN ROW TYPE (DETACHED)
1012600004020000,42.9197521809,-78.8052622464,2002,35000,132 FLOSS,210,ONE FAMILY DWELLING
1017300005017000,42.9021036707,-78.8091927367,2019,39183,5 WOOD,210,ONE FAMILY DWELLING
1112800005008000,42.8964631487,-78.8422092435,2006,25000,777 SYCAMORE,311,RESIDENTIAL VACANT LAND
1014800005005000,42.9118774905,-78.8149145332,2000,31000,1799 GENESEE,482,DOWNTOWN ROW TYPE (DETACHED)
1016100007001100,42.9039197811,-78.8346109101,2001,127000,39 PARADE CIR EAST,457,SMALL RETAIL
1014900006017000,42.9112993789,-78.8085936719,2019,67000,54 THEODORE,220,TWO FAMILY DWELLING
1015900002015000,42.9083070637,-78.8010532958,2016,35299,65 STEWART,220,TWO FAMILY DWELLING
1014100003023000,42.9144432449,-78.809925913,2002,11500,1964 GENESEE,220,TWO FAMILY DWELLING
1014500006063000,42.9107009269,-78.8350385793,2018,35000,104 FRENCH,220,TWO FAMILY DWELLING
1015000002024000,42.9106965326,-78.8064739108,2018,50900,30 SATTLER,220,TWO FAMILY DWELLING
1112200010008100,42.896662228,-78.8761747576,1996,105000,399 ELMWOOD SOUTH,230,THREE FAMILY DWELLING
1111400002008000,42.8846137716,-78.8620124023,1993,80064,255 WILLIAM,210,ONE FAMILY DWELLING
1103500009004000,42.8932046172,-78.8894523958,2018,40000,278 TRENTON,484,ONE STORY SMALL STRUCTURE
1112900003013000,42.8947060932,-78.8795527313,2016,401000,208 TUPPER WEST,281,MULTIPLE RESIDENCES
1013100004010000,42.9157549949,-78.8218544546,2018,30000,42 CORNWALL,210,ONE FAMILY DWELLING
1012700006008000,42.9173785923,-78.8002894062,2003,23320,133 ELLER,220,TWO FAMILY DWELLING
1015900001066000,42.9089278817,-78.8025196855,2000,55000,93 BRISCOE,220,TWO FAMILY DWELLING
11122000100051003I,42.8962775112,-78.8762436322,2019,206000,125 EDWARD,411,APARTMENT
1106800002018000,42.8825336906,-78.8869449594,2011,565000,168 RIVERMIST,210,ONE FAMILY DWELLING
1015500003041000,42.9064496843,-78.8229006197,2016,34000,101 BISSELL,210,ONE FAMILY DWELLING
1016900001027000,42.9012425001,-78.8358579123,2017,40000,272 WOLTZ,220,TWO FAMILY DWELLING
1012700007001000,42.9189034284,-78.8015012895,1998,42000,44 FISHER,220,TWO FAMILY DWELLING
1012600004025000,42.9201617096,-78.8052582138,2016,49000,146 FLOSS,210,ONE FAMILY DWELLING
1014900005014000,42.9113260417,-78.8095979711,2007,21655,54 PEACE,210,ONE FAMILY DWELLING
1017900008033000,42.8991701582,-78.82252502,2019,23000,107 TITUS,210,ONE FAMILY DWELLING
1013500003004000,42.9168153554,-78.8019803836,2018,73000,114 DOMEDION AVE,220,TWO FAMILY DWELLING
1016100004007000,42.9060575139,-78.8307951024,2009,25000,1320 GENESEE,484,ONE STORY SMALL STRUCTURE
1014300001040000,42.915231634,-78.8029403404,2019,54000,56 CROSSMAN AVE,220,TWO FAMILY DWELLING
1014300007017000,42.9129680144,-78.8027801577,2002,37000,44 CROSSMAN SOUTH,210,ONE FAMILY DWELLING
1017700006022000,42.8979386058,-78.8332947196,2012,18500,299 SWEET,220,TWO FAMILY DWELLING
1102700001004000A,42.8971319895,-78.8931598297,2016,50000,21 LAKEVIEW,311,RESIDENTIAL VACANT LAND
1111900003001000,42.8786159408,-78.8550157578,2001,12000,540 SWAN,411,APARTMENT
1013700004016000,42.9128588353,-78.8358818128,1994,27000,455 WINSLOW,220,TWO FAMILY DWELLING
1014200002025000,42.9131211574,-78.806857215,2010,39500,119 ZELMER,210,ONE FAMILY DWELLING
1015700004033000,42.9081871386,-78.8101518207,2018,52100,233 KEYSTONE,210,ONE FAMILY DWELLING
1015800001004000,42.9093248692,-78.8074637286,2009,30000,128 ST MARYS,210,ONE FAMILY DWELLING
1015700003065000,42.9090536884,-78.8112026066,2009,15000,275 SUMNER,220,TWO FAMILY DWELLING
1103600003005000,42.8945064503,-78.8837265654,2002,22000,201 PROSPECT,220,TWO FAMILY DWELLING
